Ticker,MthCalDt,MthPrc
CLFD,20171031,13.7
CLFD,20171130,14.6
CLFD,20171229,12.25
CLFD,20180131,12.95
CLFD,20180228,13.5
CLFD,20180329,12.9
CLFD,20180430,12.2
CLFD,20180531,10.8
CLFD,20180629,11.05
CLFD,20180731,12.95
CLFD,20180831,13.65
CLFD,20180928,13.45
CLFD,20181031,12.02
CLFD,20181130,12.34
CLFD,20181231,9.92
CLFD,20190131,11.77
CLFD,20190228,14.52
CLFD,20190329,14.7
CLFD,20190430,14.74
CLFD,20190531,13.29
CLFD,20190628,13.25
CLFD,20190731,13.25
CLFD,20190830,10.69
CLFD,20190930,11.85
CLFD,20191031,12.33
CLFD,20191129,13.57
CLFD,20191231,13.94
CLFD,20200131,12.72
CLFD,20200228,10.72
CLFD,20200331,11.85
CLFD,20200430,13.03
CLFD,20200529,13.83
CLFD,20200630,13.96
CLFD,20200731,18.64
CLFD,20200831,17.6
CLFD,20200930,20.17
CLFD,20201030,20.93
CLFD,20201130,23.78
CLFD,20201231,24.72
CLFD,20210129,31.32
CLFD,20210226,32.41
CLFD,20210331,30.13
CLFD,20210430,34.35
CLFD,20210528,37.82
CLFD,20210630,37.45
CLFD,20210730,43.52
CLFD,20210831,45.31
CLFD,20210930,44.15
CLFD,20211029,56.49
CLFD,20211130,64.74
CLFD,20211231,84.42
CLFD,20220131,64.47
CLFD,20220228,64.11
CLFD,20220331,65.22
WTS,20170131,66
WTS,20170228,63.95
WTS,20170331,62.35
WTS,20170428,62.2
WTS,20170531,62.1
WTS,20170630,63.2
WTS,20170731,64.4
WTS,20170831,61.7
WTS,20170929,69.2
WTS,20171031,67.4
WTS,20171130,74.4
WTS,20171229,75.95
WTS,20180131,79.75
WTS,20180228,75.5
WTS,20180329,77.7
WTS,20180430,74.5
WTS,20180531,76.95
WTS,20180629,78.4
WTS,20180731,85.55
WTS,20180831,82.45
WTS,20180928,83
WTS,20181031,70.05
WTS,20181130,73.76
WTS,20181231,64.53
WTS,20190131,74.87
WTS,20190228,80.54
WTS,20190329,80.82
WTS,20190430,85.59
WTS,20190531,81.39
WTS,20190628,93.18
WTS,20190731,92.83
WTS,20190830,91.63
WTS,20190930,93.73
WTS,20191031,93.25
WTS,20191129,96.96
WTS,20191231,99.76
WTS,20200131,99.71
WTS,20200228,93.91
WTS,20200331,84.65
WTS,20200430,82.4
WTS,20200529,83.16
WTS,20200630,81
WTS,20200731,83.89
WTS,20200831,95.75
WTS,20200930,100.15
WTS,20201030,110.77
WTS,20201130,117.15
WTS,20201231,121.7
WTS,20210129,120.07
WTS,20210226,114.09
WTS,20210331,118.81
WTS,20210430,124.55
WTS,20210528,135.9
WTS,20210630,145.91
WTS,20210730,150.76
WTS,20210831,171.57
WTS,20210930,168.09
WTS,20211029,190.02
WTS,20211130,188.71
WTS,20211231,194.17
WTS,20220131,153.21
WTS,20220228,143.95
WTS,20220331,139.59
FNB,20170131,14.94
FNB,20170228,15.57
FNB,20170331,14.87
FNB,20170428,14.24
FNB,20170531,13.2
FNB,20170630,14.16
FNB,20170731,13.7
FNB,20170831,12.69
FNB,20170929,14.03
FNB,20171031,13.49
FNB,20171130,14.19
FNB,20171229,13.82
FNB,20180131,14.35
FNB,20180228,14.02
FNB,20180329,13.45
FNB,20180430,13
FNB,20180531,13.25
FNB,20180629,13.42
FNB,20180731,12.83
FNB,20180831,13.45
FNB,20180928,12.72
FNB,20181031,11.83
FNB,20181130,12.26
FNB,20181231,9.84
FNB,20190131,11.65
FNB,20190228,12.24
FNB,20190329,10.6
FNB,20190430,12.13
FNB,20190531,11
FNB,20190628,11.77
FNB,20190731,12.05
FNB,20190830,10.75
FNB,20190930,11.53
FNB,20191031,12.06
FNB,20191129,12.42
FNB,20191231,12.7
